OrderID,OrderDate,CustomerID,ProductID,StoreID,EmployeeID,Quantity,DiscountPercent,TotalAmount
500071,31/02/2023,1290,106,2,1015,4,0.0,-2000.0
500072,31/02/2023,8299,194,3,1024,6,0.2,3768.5280000000002
500073,31/02/2023,6518,134,3,1020,-5,0.1,-583.515
500074,31/02/2023,9487,112,3,1043,4,0.0,3361.0
500075,31/02/2023,7484,148,3,1012,9,0.0,12070.53
500076,31/02/2023,7203,150,1,1041,6,0.0,8970.24
500077,31/02/2023,9217,121,5,1014,-5,0.0,-6441.549999999999
500078,31/02/2023,6703,146,5,1017,2,0.0,3804.92
500079,31/02/2023,10175,139,5,1022,0,0.0,0.0
500080,31/02/2023,5231,159,3,1023,3,0.0,2404.68
500081,31/02/2023,1269,109,5,1024,-3,0.0,-3884.94
500082,31/02/2023,1298,177,1,1033,1,0.0,606.9
500083,31/02/2023,7194,177,2,1020,-1,0.0,-606.9
500084,31/02/2023,316,119,4,1008,3,0.0,2134.05
500085,31/02/2023,8745,107,3,1032,-2,0.0,-2934.64
500086,31/02/2023,2770,197,3,1009,1,0.1,972.8910000000001
500087,31/02/2023,9259,175,3,9999,7,0.0,4304.79
500088,31/02/2023,2002,174,2,1036,6,0.0,12803.400000000001
500089,31/02/2023,9466,178,2,1040,6,0.0,3073.08
500090,31/02/2023,7835,175,5,1010,-3,0.0,-1844.91
500091,31/02/2023,5809,153,4,1018,2,0.0,2395.78
500092,31/02/2023,7480,121,1,1039,-4,0.05,-4895.5779999999995
500093,31/02/2023,6569,155,4,1031,-3,0.0,-5373.0
500094,31/02/2023,3967,141,1,1026,-2,0.0,-3128.26
500095,31/02/2023,4451,139,4,1016,-4,0.0,-1816.52
500096,31/02/2023,599,175,4,1033,3,1.5,-922.455
500097,31/02/2023,312,127,4,1050,6,0.1,6312.6
500098,31/02/2023,9662,141,2,1024,2,0.0,3128.26
500099,31/02/2023,2622,161,2,1034,-2,0.0,-3263.94
500100,31/02/2023,4708,124,4,9999,8,0.0,2032.56
500101,31/02/2023,9898,165,3,1044,8,0.0,999999.99
500102,2023-12-06 01:10:45,3958,160,4,1017,6,0.0,999999.99
500103,2023-03-14 05:25:54,1180,178,5,1032,-5,0.0,999999.99
500104,2022-10-21 19:25:12,7205,191,5,1044,9,0.0,999999.99
500105,2023-02-03 09:36:16,8980,150,3,1023,8,0.0,999999.99
500106,2022-01-19 17:14:03,4643,158,4,1013,3,0.0,999999.99
500107,2023-11-12 05:48:58,354,110,3,1017,-2,0.0,999999.99
500108,2022-05-04 15:05:45,4115,196,2,1046,-2,0.0,999999.99
500109,2023-11-11 11:16:39,9578,111,3,1046,-5,0.0,999999.99
500110,2022-05-02 01:25:57,5128,194,3,1028,-4,0.0,999999.99
500111,2023-01-13 17:39:28,3504,158,5,1008,-5,0.0,999999.99
500112,2023-10-28 01:17:44,9666,179,5,1033,5,0.0,999999.99
500113,2024-02-15 05:27:07,784,136,1,1020,1,0.0,999999.99
500114,2024-03-24 09:04:35,5493,165,1,1016,-5,0.0,999999.99
500115,2022-12-25 14:14:58,10137,186,2,1037,5,0.1,999999.99
500116,2023-05-16 08:33:09,5773,174,3,1035,2,0.0,999999.99
500117,2023-04-27 12:30:49,5239,130,5,1022,0,0.0,999999.99
500118,2023-04-08 19:15:39,2505,188,3,1036,-3,0.1,999999.99
500119,2023-07-23 11:09:28,926,107,1,1023,2,0.0,999999.99
500120,2023-05-07 12:19:43,5567,197,3,1036,8,0.0,999999.99
500121,2023-10-06 08:41:23,9991,112,3,1034,0,0.0,999999.99
500122,2022-08-28 11:52:56,1744,137,5,1021,6,0.0,999999.99
500123,2022-04-23 18:38:36,5920,178,3,1032,8,0.0,999999.99
500124,2022-10-23 23:00:06,9149,181,5,1027,2,0.05,999999.99
500125,2024-04-18 12:32:50,6991,109,1,1026,-4,0.0,999999.99
500126,2022-10-29 04:22:10,267,147,4,1004,9,0.0,999999.99
500127,2023-12-26 04:33:43,3088,188,1,1020,0,1.5,999999.99
500128,2022-07-18 13:07:57,9632,174,3,1013,8,0.0,999999.99
500129,2023-07-23 22:48:21,9197,190,1,1038,1,0.1,999999.99
500130,2024-04-25 03:57:28,10122,104,4,1026,-4,0.1,999999.99
500131,2023-12-24 04:55:44,6622,168,3,1004,1,0.0,999999.99
500132,2022-07-26 14:23:31,5561,191,3,1005,7,0.1,999999.99
500133,2023-08-15 01:55:47,3042,179,3,1032,3,0.0,999999.99
500134,2023-09-24 15:35:07,9832,179,5,1024,4,0.0,999999.99
500135,2023-04-21 06:01:37,1887,157,3,1038,1,0.0,999999.99
500136,2023-09-08 03:13:20,5296,176,3,1011,0,0.0,999999.99
500137,2022-04-21 15:21:06,9782,131,3,1023,7,0.0,999999.99
500138,2024-03-19 18:09:00,10315,142,3,1031,-2,0.0,999999.99
500139,2023-04-25 05:13:23,1658,162,3,1031,5,0.1,999999.99
500140,2024-01-05 12:57:07,553,112,3,1016,-5,0.0,999999.99
500141,2023-01-14 19:08:37,2553,199,3,1034,-4,0.0,999999.99
500142,2023-12-17 11:47:44,5459,110,2,1017,2,0.0,999999.99
500143,2023-11-08 02:41:21,4669,153,2,1021,2,0.0,999999.99
500144,2022-08-24 21:25:10,9351,120,1,1033,5,0.0,999999.99
500145,2024-03-26 02:45:09,9141,159,1,1031,6,0.0,999999.99
500146,2023-05-20 20:43:26,7645,123,3,1042,3,0.0,999999.99
500147,2023-03-09 21:26:14,6758,188,3,1028,1,0.0,999999.99
500148,2023-06-29 04:26:03,2101,180,3,1031,-5,0.0,999999.99
500149,2022-03-20 19:07:32,6244,167,1,1041,1,0.05,999999.99
500150,2023-01-20 08:25:57,3549,107,5,1008,8,0.0,999999.99
500151,2022-05-02 10:34:34,3421,148,1,1014,-2,0.05,999999.99
500152,2023-01-25 14:18:32,4355,167,3,1022,-1,0.0,-699.79
500153,2023-04-24 00:56:11,1390,126,4,1006,3,0.0,5051.34
500154,2024-01-05 20:25:47,8133,115,2,1022,-2,0.0,-2184.9
500155,2024-02-14 10:37:24,6464,166,4,1015,-4,0.0,-1191.28
500156,2022-06-17 22:49:32,6283,155,1,1032,3,0.2,4298.400000000001
500157,2023-10-17 12:31:11,4045,112,5,1042,-4,0.0,-3361.0
500158,2024-04-02 16:58:56,7105,154,4,1016,4,0.1,5990.3640000000005
500159,2022-06-25 07:58:52,808,195,4,1034,8,0.0,11571.28
500160,2022-12-21 10:32:46,9599,106,2,1002,8,0.0,-4000.0
500161,2022-03-10 04:46:31,8810,196,1,1049,3,0.1,3023.352
500162,2022-06-24 23:18:50,911,171,5,1026,-3,0.05,-3382.1519999999996
500163,2023-08-02 09:49:08,2147,147,1,1009,-1,0.0,-1453.55
500164,2023-07-23 19:50:01,3486,132,1,1031,1,0.0,126.37
500165,2023-11-30 15:54:46,21,125,5,1025,-5,0.05,-7513.17
500166,2022-05-16 12:41:45,1760,159,2,1033,8,0.0,6412.48
500167,2022-10-22 22:56:03,5815,179,3,1050,7,0.1,959.3010000000002
500168,2024-01-09 06:03:22,9044,163,4,1009,9,0.0,9622.98
500169,2022-08-14 15:52:10,703,119,1,1009,7,0.0,4979.45
500170,2023-12-25 14:44:18,8073,137,5,1036,-4,0.0,-4596.76
500171,2023-06-15 08:13:30,2356,184,3,1046,7,0.0,11652.83
500172,2022-03-15 02:09:35,6602,184,1,1050,5,0.0,8323.45
500173,2022-05-11 11:23:38,4853,148,4,1050,6,0.0,8047.02
500174,2023-06-13 03:14:17,4617,114,4,1011,2,0.0,3218.42
500175,2022-08-27 10:37:41,7649,126,1,1040,-5,0.1,-7577.01
500176,2024-01-07 10:24:17,6779,153,1,1009,-4,0.0,-4791.56
500177,2022-07-17 03:28:16,3184,170,3,1036,-5,0.0,-4862.85
500178,2023-09-24 23:46:19,8916,107,4,1020,-2,1.5,1467.32
500179,2022-01-29 03:12:15,6100,110,5,1037,-5,0.0,-8040.349999999999
500180,2024-04-25 12:42:07,1283,190,1,1045,0,0.1,0.0
500181,2022-05-13 19:31:27,7054,173,5,1022,2,0.1,3075.048
500182,2024-01-11 06:25:43,6472,104,3,1036,-5,0.0,-8018.8
500183,2024-04-29 06:33:42,6260,123,1,1006,-4,0.0,-3517.04
500184,2022-03-06 16:15:38,7406,175,2,1026,-4,0.0,-2459.88
500185,2024-02-20 23:54:39,1711,189,2,1003,4,0.1,1909.368
500186,2022-01-04 10:21:58,9056,197,5,1001,9,0.0,9728.91
500187,2023-05-12 18:50:57,3729,108,1,1015,-4,0.2,-4671.488
500188,2024-02-27 11:00:26,6696,175,5,1033,0,0.0,0.0
500189,2024-01-01 20:26:59,1082,194,4,1022,-4,1.5,1570.22
500190,2023-06-11 16:57:46,6532,186,3,1025,1,1.5,-187.33
500191,2023-10-31 00:16:14,1879,167,1,1037,3,0.0,2099.37
500192,2023-12-18 08:53:05,8505,199,2,1022,-4,0.0,-7044.04
500193,2022-07-20 17:12:15,8025,151,5,1047,6,0.0,2689.7400000000002
500194,2022-02-22 07:48:27,6296,106,2,1006,-2,0.1,900.0
500195,2022-02-10 11:45:45,6051,138,5,1048,2,0.0,3667.82
500196,2024-03-11 18:25:31,10098,120,2,1049,1,0.0,1580.89
500197,2022-03-10 03:24:55,3918,113,3,1003,9,0.0,2266.2000000000003
500198,2023-02-01 20:34:34,3732,193,1,1003,3,0.0,3778.4700000000003
500199,2023-01-11 19:33:41,52,130,4,1041,8,0.0,8986.96
500200,2023-09-29 11:02:25,1783,139,3,1022,6,0.1,2452.3019999999997
500201,2023-06-19 11:04:53,1294,121,4,1005,6,0.0,7729.86
500202,2023-01-18 10:36:47,935,161,5,1025,-4,0.0,-6527.88
500203,2023-03-27 21:39:08,6394,184,3,1024,9,0.0,14982.210000000001
500204,2023-01-23 19:05:49,4692,119,4,1040,6,0.0,4268.1
500205,2022-11-27 10:37:23,499,189,4,9999,1,0.0,530.38
500206,2023-12-09 23:19:30,10352,134,2,1027,-2,0.2,-207.47199999999998
500207,2023-12-12 08:17:08,7271,140,5,1017,-1,0.05,-698.9625
500208,2024-01-07 17:21:22,9228,104,5,1044,4,0.0,6415.04
500209,2023-11-15 14:14:56,470,113,2,1043,5,0.0,1259.0
500210,2022-07-31 06:23:37,4835,162,5,1022,2,0.05,166.307
500211,2023-12-23 12:51:01,1673,156,3,1043,8,0.0,4650.96
500212,2022-08-30 11:23:55,9086,167,5,1002,3,1.5,-1049.685
500213,2023-08-30 11:22:09,3635,111,2,1044,-5,0.05,-937.84
500214,2022-04-25 10:16:47,5157,137,1,1050,0,0.0,0.0
500215,2023-09-14 01:16:23,6281,163,1,1001,1,0.0,1069.22
500216,2023-02-05 02:06:37,464,120,2,1040,9,0.0,14228.01
500217,2023-07-14 18:53:02,9332,198,3,1025,5,0.05,1246.9225
500218,2024-02-28 06:33:19,8128,161,4,1027,-4,0.05,-6201.486
500219,2023-05-08 04:22:59,7509,108,4,1002,7,0.0,10218.88
500220,2023-07-21 11:59:25,329,156,2,1023,4,0.0,2325.48
500221,2023-09-11 19:07:18,3867,178,1,1041,-3,0.0,-1536.54
500222,2024-02-29 07:46:11,9332,142,3,1028,5,0.0,2103.5499999999997
500223,2023-11-13 23:27:01,1010,123,4,1043,-3,0.0,-2637.7799999999997
500224,2022-04-09 15:44:50,8521,160,5,1039,1,0.0,1840.84
500225,2024-03-26 23:15:44,8667,162,5,1007,-2,1.5,87.53
500226,2022-08-16 10:18:07,8988,106,1,1047,-3,0.0,1500.0
500227,2022-07-09 10:49:51,8227,108,1,1047,7,0.0,10218.88
500228,2022-04-19 10:58:18,166,155,3,1007,8,1.5,-7164.0
500229,2022-03-24 21:18:13,3680,178,1,1037,-3,0.0,-1536.54
500230,2023-09-30 13:24:51,7817,122,1,1043,-1,0.0,-1753.25
500231,2023-11-21 16:51:34,8579,122,1,1036,-3,0.05,-4996.7625
500232,2022-03-16 05:22:33,6707,126,5,1046,-1,0.0,-1683.78
500233,2023-09-15 15:42:52,2637,111,3,1035,-4,0.0,-789.76
500234,2024-01-14 22:03:39,6370,164,4,1026,5,0.05,4413.224999999999
500235,2024-04-15 12:58:06,3038,114,4,1044,2,0.0,3218.42
500236,2022-04-06 14:53:56,5089,118,4,1022,0,0.0,0.0
500237,2022-02-16 10:47:01,1699,108,1,1020,4,0.0,5839.36
500238,2023-01-26 13:59:25,2064,154,2,1027,-4,0.0,-6655.96
500239,2024-03-30 09:55:36,1192,111,3,1023,-3,0.0,-592.3199999999999
500240,2023-02-09 06:59:45,4933,134,2,1041,8,0.0,1037.36
500241,2022-10-03 10:50:51,7176,166,4,1042,4,0.0,1191.28
500242,2022-04-01 21:52:21,7606,182,5,1037,8,0.0,1481.2
500243,2022-04-26 17:08:24,5793,112,5,1049,-4,0.0,-3361.0
500244,2024-02-17 12:03:07,5555,167,2,1023,4,0.0,2799.16
500245,2023-04-05 08:56:51,3458,154,1,1003,0,0.0,0.0
500246,2022-09-22 03:37:00,6676,121,2,1004,-1,0.0,-1288.31
500247,2023-01-21 08:10:20,8513,183,1,1017,7,0.0,4580.52
500248,2023-10-26 20:18:34,6032,155,4,1042,0,0.05,0.0
500249,2024-02-07 02:57:58,6889,168,1,1032,7,0.0,11687.34
500250,2023-06-14 10:41:20,10232,134,2,1020,1,0.0,129.67
500251,2023-06-18 13:26:28,9492,178,5,1017,8,0.1,3687.696
500252,2022-01-21 20:28:28,4971,148,3,1038,6,0.0,8047.02
500253,2023-12-09 02:10:20,9870,190,4,1045,-1,0.1,-1359.6570000000002
500254,2023-10-17 09:23:53,1741,192,3,1037,-2,0.1,-943.2
500255,2023-08-23 21:53:18,1115,181,1,1006,0,0.0,0.0
500256,2022-11-13 21:11:45,1465,120,2,1044,3,0.0,4742.67
500257,2024-04-18 00:59:45,5754,180,3,1009,9,0.0,10684.800000000001
500258,2023-05-05 05:15:56,5538,156,2,1039,-5,0.1,-2616.165
500259,2023-03-08 14:53:30,4795,191,1,1034,-4,0.0,-6364.68
500260,2022-05-21 07:24:30,3664,119,4,1031,1,0.0,711.35
500261,2023-10-05 21:45:25,6812,122,5,1025,-4,0.0,-7013.0
500262,2022-01-14 17:38:57,8107,103,4,1045,-1,0.0,-1979.13
500263,2022-06-05 07:29:45,1443,132,5,1016,0,0.0,0.0
500264,2023-10-29 17:19:04,3471,113,3,1005,-3,0.0,-755.4000000000001
500265,2022-04-06 11:51:22,7067,177,3,1048,9,0.0,5462.099999999999
500266,2022-10-13 03:18:18,3711,126,2,1024,6,0.2,8082.144
500267,2022-08-17 20:59:53,4979,135,4,1050,4,1.5,-2205.64
500268,2023-03-17 01:55:34,1430,151,5,1003,8,0.0,3586.32
500269,2022-07-10 20:44:17,4969,143,1,1024,2,0.0,376.36
500270,2022-12-31 09:56:02,9447,178,5,1049,-1,0.0,-512.18
500271,2022-10-19 15:57:28,4887,135,2,9999,-4,0.0,-4411.28
500272,2023-04-06 17:31:26,9175,184,2,1028,9,0.0,14982.210000000001
500273,2024-02-28 22:06:31,909,110,1,1018,-4,0.0,-6432.28
500274,2022-08-30 18:04:39,5692,184,3,1020,5,0.0,8323.45
500275,2022-03-24 21:01:56,631,187,3,1010,8,0.0,7455.92
500276,2023-05-21 02:20:05,7160,109,5,1011,8,0.0,10359.84
500277,2022-08-05 16:47:36,8143,111,3,1019,-1,0.0,-197.44
500278,2023-06-13 23:27:13,1292,156,5,1046,5,0.05,2761.5074999999997
500279,2022-11-21 04:25:48,8241,180,1,1028,-5,0.0,-5936.0
500280,2023-04-27 22:34:40,7910,185,5,1007,-5,0.1,-2242.35
500281,2024-01-25 01:31:32,1756,176,1,1002,2,0.0,2260.52
500282,2022-04-02 12:36:01,10091,169,1,1044,-3,0.1,-1945.0259999999998
500283,2023-08-31 18:01:05,2230,158,2,1035,-3,0.0,-1376.79
500284,2022-11-27 03:18:33,2168,142,2,1006,-1,0.0,-420.71
500285,2022-03-31 02:14:51,1812,102,5,1020,7,0.05,1173.6585
500286,2023-05-12 23:58:30,6915,116,5,1023,0,0.0,0.0
500287,2023-04-14 16:55:10,770,108,2,1015,-5,0.0,-7299.2
500288,2022-09-17 14:49:30,1500,182,3,1049,-5,0.1,-833.1750000000001
500289,2023-05-22 07:33:38,278,170,2,1010,5,0.0,4862.85
500290,2022-04-12 08:10:17,8995,195,2,1005,2,0.0,2892.82
500291,2022-11-18 11:06:31,3309,160,2,1029,-1,0.0,-1840.84
500292,2023-06-03 11:55:31,9460,104,2,1042,-5,0.05,-7617.86
500293,2022-04-05 22:44:51,8846,177,2,1048,-2,0.0,-1213.8
500294,2023-10-30 22:53:30,8436,124,1,1037,8,0.0,2032.56
500295,2024-03-10 14:13:36,9120,110,4,1043,6,1.5,-4824.21
500296,2023-07-04 20:19:18,8123,138,2,1039,8,1.5,-7335.64
500297,2023-05-15 22:59:57,7204,145,2,1001,9,0.0,3516.12
500298,2023-01-22 23:24:53,5066,112,1,1005,8,0.0,6722.0
500299,2022-11-20 06:14:52,9792,103,5,1023,2,0.0,3958.26
500300,2022-06-09 21:12:02,9357,182,5,1038,7,0.1,1166.445
500301,2023-11-17 19:58:08,1953,154,3,1022,3,0.0,4991.97
500302,2023-12-06 10:07:07,1157,148,3,1018,-5,0.0,-6705.85
500303,2023-07-18 18:17:23,4056,162,4,1050,-2,0.2,-140.048
500304,2023-09-26 16:58:23,7442,194,1,1035,9,0.0,7065.99
500305,2022-01-25 03:49:16,2066,147,1,1001,6,0.0,8721.3
500306,2023-07-26 22:41:27,10212,189,2,1038,8,0.0,4243.04
500307,2022-02-26 19:51:21,3924,101,4,1019,3,0.0,4275.0599999999995
500308,2022-10-11 22:18:05,3943,170,1,1030,6,0.1,5251.878000000001
500309,2022-10-27 01:10:23,1384,147,4,1008,1,0.05,1380.8725
500310,2023-07-26 09:21:42,1876,161,3,1050,-5,0.0,-8159.85
500311,2023-12-11 04:53:10,1796,145,3,1006,-5,0.0,-1953.4
500312,2023-12-13 23:26:19,22,134,2,1002,-5,0.0,-648.3499999999999
500313,2022-11-28 22:11:01,6361,153,2,1032,2,0.0,2395.78
500314,2023-04-19 03:41:37,6997,156,5,1020,2,0.0,1162.74
500315,2023-09-12 08:39:38,6638,179,1,1043,3,0.0,456.81000000000006
500316,2022-07-27 01:41:20,8393,114,1,1021,-2,0.0,-3218.42
500317,2024-02-15 21:40:32,9481,141,5,1008,7,0.0,10948.91
500318,2023-05-27 13:38:43,3771,141,1,1024,7,0.0,10948.91
500319,2023-01-14 01:51:55,2311,106,1,1019,-3,0.1,1350.0
500320,2022-10-09 06:15:36,2114,146,2,1050,1,0.0,1902.46
500321,2022-03-20 01:49:15,9202,137,4,1013,4,0.0,4596.76
500322,2023-10-01 01:18:24,9147,166,3,1025,6,0.0,1786.92
500323,2022-08-14 16:22:10,10019,106,3,1046,5,0.0,-2500.0
500324,2023-02-11 01:01:37,10333,195,3,1002,8,0.0,11571.28
500325,2023-01-09 21:59:33,4865,176,1,1018,1,1.5,-565.13
500326,2022-12-16 13:34:20,5749,158,5,1015,-4,0.0,-1835.72
500327,2023-08-29 20:18:56,4959,101,5,1015,0,0.0,0.0
500328,2022-01-22 09:13:54,7203,135,3,1027,5,0.0,5514.099999999999
500329,2022-12-29 04:14:35,3367,187,2,1030,-1,0.0,-931.99
500330,2022-09-03 22:46:37,8724,159,5,1022,-1,0.0,-801.56
500331,2022-07-05 11:38:24,1377,183,2,1041,-3,0.0,-1963.08
500332,2022-10-27 02:42:23,4311,106,1,1026,3,0.0,-1500.0
500333,2023-01-06 19:33:31,3125,102,1,1011,-2,0.0,-352.98
500334,2024-03-31 15:34:19,1164,123,4,1031,0,0.0,0.0
500335,2023-09-20 12:21:53,1672,155,1,1040,6,0.0,10746.0
500336,2023-07-01 15:40:55,448,145,1,1027,3,0.05,1113.4379999999999
500337,2024-04-07 14:35:00,9071,192,2,1031,1,0.0,524.0
500338,2024-02-20 17:34:39,9850,122,5,1004,8,0.0,14026.0
500339,2022-01-05 08:20:31,5771,136,5,1014,-1,0.0,-589.1
500340,2023-10-07 11:49:07,26,102,3,1002,4,0.0,705.96
500341,2022-09-19 08:10:54,1574,117,2,1013,8,0.0,1650.16
500342,2022-03-20 08:24:57,6789,199,2,1021,0,0.0,0.0
500343,2022-01-20 21:21:18,197,147,4,1010,3,0.0,4360.65
500344,2023-06-25 16:30:53,4208,111,1,1020,0,0.0,0.0
500345,2022-06-27 06:36:51,1679,122,5,1002,4,0.0,7013.0
500346,2022-11-04 11:06:48,10173,109,3,1002,-5,0.1,-5827.41
500347,2022-04-07 14:40:34,5995,102,4,1050,-1,0.1,-158.841
500348,2024-03-06 11:43:32,10036,170,4,1004,6,0.0,5835.42
500349,2024-01-05 18:08:46,5591,145,1,1042,9,0.0,3516.12
500350,2022-10-25 07:51:23,3219,175,5,1008,3,0.0,1844.91
500351,2023-07-31 12:33:05,7249,160,3,1011,5,0.0,9204.199999999999
500352,2022-01-01 20:45:45,2002,111,2,1016,8,0.0,1579.52
500353,2022-11-30 04:07:07,23,142,1,1041,-1,0.0,-420.71
500354,2023-08-27 01:24:20,9406,153,3,1007,9,0.2,8624.808
500355,2023-02-17 18:28:25,8148,186,1,1025,-5,0.1,-1685.9700000000003
500356,2022-03-16 01:52:14,2329,137,2,1047,2,0.05,2183.461
500357,2023-02-24 03:48:29,6304,105,2,1027,-1,0.05,-355.48999999999995
500358,2024-03-22 00:31:25,6428,125,3,1042,-4,0.0,-6326.88
500359,2022-11-07 14:41:43,2139,170,1,1040,-2,0.0,-1945.14
500360,2023-05-01 00:26:47,5748,173,2,1027,9,0.0,15375.24
500361,2024-01-27 22:28:13,493,144,4,1047,-4,0.0,-2481.4
500362,2022-02-17 18:38:21,4580,167,2,1027,6,0.1,3778.866
500363,2023-06-30 11:04:48,4236,156,3,1002,8,0.0,4650.96
500364,2023-03-29 21:44:32,9679,126,5,1022,7,0.0,11786.46
500365,2024-04-15 22:27:05,5996,117,2,1038,2,0.0,412.54
500366,2023-07-17 17:58:47,7507,115,4,1035,0,0.0,0.0
500367,2022-12-02 09:26:07,5530,167,5,1015,9,0.2,5038.488
500368,2024-01-21 23:27:20,9813,129,5,1020,-1,0.1,-854.64
500369,2022-01-03 05:34:48,1637,164,3,1046,-4,0.0,-3716.4
500370,2022-06-04 17:58:56,939,129,4,1050,7,1.5,-3323.6
500371,2023-12-23 06:58:02,6578,155,2,1009,7,0.2,10029.6
500372,2022-08-10 03:50:54,9116,131,2,1009,4,0.1,3518.3520000000003
500373,2022-06-18 00:23:37,4121,183,4,1042,-5,0.2,-2617.4400000000005
500374,2023-01-13 01:49:57,6003,140,2,1023,5,0.0,3678.75
